"","Plant","Flowers","Date","lon","lat","ele","Month","Year","julian"
"7541","Besleria solanoides",64,2017-10-17,NA,NA,NA,"October","2017",290
"7542","Besleria solanoides",192,2017-10-17,NA,NA,NA,"October","2017",290
"7543","Besleria solanoides",13,2017-10-17,NA,NA,NA,"October","2017",290
"7544","Besleria solanoides",12,2017-10-17,NA,NA,NA,"October","2017",290
"7545","Besleria solanoides",8,2017-10-17,NA,NA,NA,"October","2017",290
"7546","Besleria solanoides",4,2017-10-17,NA,NA,NA,"October","2017",290
"7547","Besleria solanoides",3,2017-10-17,NA,NA,NA,"October","2017",290
"7548","Besleria solanoides",9,2017-10-17,NA,NA,NA,"October","2017",290
"7549","Besleria solanoides",8,2017-10-17,NA,NA,NA,"October","2017",290
"7550","Besleria solanoides",66,2017-10-17,NA,NA,NA,"October","2017",290
"7551","Besleria solanoides",8,2017-10-17,NA,NA,NA,"October","2017",290
"7552","Besleria solanoides",9,2017-10-17,NA,NA,NA,"October","2017",290
"7553","Besleria solanoides",68,2017-10-17,NA,NA,NA,"October","2017",290
"7554","Besleria solanoides",42,2017-10-17,NA,NA,NA,"October","2017",290
"7555","Besleria solanoides",14,2017-10-17,NA,NA,NA,"October","2017",290
"7556","Besleria solanoides",27,2017-10-17,NA,NA,NA,"October","2017",290
"7557","Gasteranthus quitensis",2,2017-11-13,-78.5932,0.115206,1756.109,"November","2017",317
"7558","Besleria solanoides",24,2017-11-13,-78.59318,0.115233,1754.529,"November","2017",317
"7559","Besleria solanoides",11,2017-11-13,-78.59318,0.115233,1754.529,"November","2017",317
"7560","Gasteranthus quitensis",4,2017-11-13,-78.59322,0.115323,1753.04,"November","2017",317
"7561","Gasteranthus quitensis",3,2017-11-13,-78.59326,0.115332,1751.911,"November","2017",317
"7562","Gasteranthus quitensis",2,2017-11-13,-78.5934,0.115323,1750.904,"November","2017",317
"7563","Besleria solanoides",2,2017-11-13,-78.59355,0.11531,1749.98,"November","2017",317
"7564","Gasteranthus quitensis",3,2017-11-13,-78.59355,0.11531,1749.98,"November","2017",317
"7565","Besleria solanoides",4,2017-11-13,-78.5936,0.11537,1748.823,"November","2017",317
"7566","Gasteranthus quitensis",7,2017-11-13,-78.59367,0.115197,1746.866,"November","2017",317
"7567","Gasteranthus quitensis",2,2017-11-13,-78.5938,0.115195,1744.242,"November","2017",317
"7568","Besleria solanoides",3,2017-11-13,-78.59366,0.115261,1743.313,"November","2017",317
"7569","Besleria solanoides",8,2017-11-13,-78.59375,0.115218,1742.528,"November","2017",317
"7570","Gasteranthus quitensis",5,2017-11-13,-78.59375,0.115218,1742.528,"November","2017",317
"7571","Gasteranthus quitensis",3,2017-11-13,-78.59383,0.115457,1738.678,"November","2017",317
"7572","Gasteranthus quitensis",1,2017-11-13,-78.59387,0.11544,1738.306,"November","2017",317
"7573","Gasteranthus quitensis",32,2017-11-13,-78.59379,0.115764,1737.667,"November","2017",317
"7574","Gasteranthus quitensis",13,2017-11-13,-78.59376,0.115746,1739.497,"November","2017",317
"7575","Gasteranthus quitensis",6,2017-11-13,-78.59364,0.115542,1743.2,"November","2017",317
"7576","Gasteranthus quitensis",4,2017-11-13,-78.59356,0.115503,1743.808,"November","2017",317
"7577","Gasteranthus quitensis",11,2017-11-13,-78.59357,0.115482,1744.375,"November","2017",317
"7578","Gasteranthus quitensis",6,2017-11-13,-78.5935,0.11546,1747.57,"November","2017",317
"7579","Gasteranthus quitensis",3,2017-11-13,-78.59343,0.115422,1747.666,"November","2017",317
"7580","Gasteranthus quitensis",19,2017-11-13,-78.59343,0.115301,1749.334,"November","2017",317
"7581","Gasteranthus quitensis",2,2017-11-13,-78.59352,0.115164,1750.697,"November","2017",317
"7582","Besleria solanoides",7,2017-11-13,-78.59353,0.115107,1751.624,"November","2017",317
"7583","Gasteranthus quitensis",2,2017-11-13,-78.59347,0.115005,1753.463,"November","2017",317
"7584","Gasteranthus quitensis",13,2017-11-13,-78.5935,0.114898,1753.958,"November","2017",317
"7585","Gasteranthus quitensis",1,2017-11-13,-78.59359,0.114775,1756.747,"November","2017",317
"7586","Gasteranthus quitensis",2,2017-11-13,-78.59362,0.114718,1758.481,"November","2017",317
"7587","Gasteranthus quitensis",1,2017-11-13,-78.59365,0.11462,1759.974,"November","2017",317
"7588","Besleria solanoides",8,2017-11-13,-78.59372,0.114611,1761.075,"November","2017",317
"7589","Besleria solanoides",26,2017-11-13,-78.59389,0.114635,1763.459,"November","2017",317
"7590","Gasteranthus quitensis",6,2017-11-13,-78.59399,0.114708,1765.004,"November","2017",317
"7591","Gasteranthus quitensis",18,2017-11-13,-78.59408,0.114716,1765.982,"November","2017",317
"7592","Gasteranthus quitensis",10,2017-11-13,-78.59419,0.1147,1767.524,"November","2017",317
"7593","Gasteranthus quitensis",9,2017-11-13,-78.59419,0.114709,1768.015,"November","2017",317
"7594","Gasteranthus quitensis",3,2017-11-13,-78.59424,0.114735,1768.713,"November","2017",317
"7595","Gasteranthus quitensis",5,2017-11-13,-78.59425,0.11473,1768.624,"November","2017",317
"7596","Gasteranthus quitensis",20,2017-11-13,-78.59431,0.114791,1768.843,"November","2017",317
"7597","Gasteranthus quitensis",8,2017-11-13,-78.59434,0.114787,1768.595,"November","2017",317
"7598","Besleria solanoides",15,2017-11-13,-78.59466,0.114869,1772.67,"November","2017",317
"7599","Gasteranthus quitensis",1,2017-11-13,-78.59475,0.114901,1773.547,"November","2017",317
"7600","Gasteranthus quitensis",4,2017-11-13,-78.5948,0.114937,1774.092,"November","2017",317
"7601","Besleria solanoides",12,2017-11-13,-78.59502,0.114977,1776.554,"November","2017",317
"7602","Gasteranthus quitensis",4,2017-11-13,-78.59502,0.114977,1776.554,"November","2017",317
"7603","Gasteranthus quitensis",8,2017-11-13,-78.59517,0.114961,1776.857,"November","2017",317
"7604","Gasteranthus quitensis",1,2017-11-13,-78.59526,0.114996,1777.736,"November","2017",317
"7605","Columnea medicinalis",4,2017-11-13,-78.59522,0.115011,1777.496,"November","2017",317
"7606","Gasteranthus lateralis",4,2017-11-13,-78.59528,0.114926,1779.435,"November","2017",317
"7607","Besleria solanoides",34,2017-11-13,-78.59522,0.114901,1780.497,"November","2017",317
"7608","Gasteranthus quitensis",9,2017-11-13,-78.59517,0.114678,1786.84,"November","2017",317
"7609","Besleria solanoides",13,2017-11-13,-78.59544,0.114871,1795.236,"November","2017",317
"7610","Gasteranthus quitensis",2,2017-11-13,-78.59561,0.115005,1800.155,"November","2017",317
"7611","Gasteranthus quitensis",5,2017-11-13,-78.59567,0.115162,1804.874,"November","2017",317
"7612","Gasteranthus quitensis",14,2017-11-13,-78.59568,0.115217,1805.71,"November","2017",317
"7613","Gasteranthus quitensis",5,2017-11-13,-78.59575,0.115262,1807.234,"November","2017",317
"7614","Gasteranthus quitensis",7,2017-11-13,-78.59573,0.115381,1809.648,"November","2017",317
"7615","Gasteranthus quitensis",8,2017-11-13,-78.59572,0.115338,1810.747,"November","2017",317
"7616","Gasteranthus quitensis",24,2017-11-13,-78.59584,0.115281,1813.992,"November","2017",317
"7617","Gasteranthus quitensis",2,2017-11-13,-78.5959,0.115243,1816.232,"November","2017",317
"7618","Besleria solanoides",12,2017-11-13,-78.59588,0.115179,1816.751,"November","2017",317
"7619","Gasteranthus quitensis",7,2017-11-13,-78.59588,0.115179,1816.751,"November","2017",317
"7620","Gasteranthus quitensis",4,2017-11-13,-78.59596,0.115095,1817.681,"November","2017",317
"7621","Besleria solanoides",5,2017-11-13,-78.59603,0.115073,1824.579,"November","2017",317
"7622","Besleria solanoides",7,2017-11-13,-78.59615,0.115245,1830.125,"November","2017",317
"7623","Besleria solanoides",36,2017-11-13,-78.59614,0.115281,1831.124,"November","2017",317
"7624","Gasteranthus quitensis",5,2017-11-13,-78.59624,0.115733,1839.588,"November","2017",317
"7625","Besleria solanoides",47,2017-11-13,-78.59615,0.115773,1843.883,"November","2017",317
"7626","Gasteranthus quitensis",8,2017-11-13,-78.59639,0.11602,1851.074,"November","2017",317
"7627","Besleria solanoides",19,2017-11-13,-78.59639,0.11602,1851.074,"November","2017",317
"7628","Gasteranthus quitensis",9,2017-11-13,-78.59642,0.11604,1852.117,"November","2017",317
"7629","Besleria solanoides",22,2017-11-13,-78.59656,0.116103,1855.063,"November","2017",317
"7630","Gasteranthus quitensis",5,2017-11-13,-78.59663,0.116159,1855.388,"November","2017",317
